ticker,signal_date,signal_type,volume,price,volume_mean_50d,volume_std_50d,volume_threshold,std_deviations_above_mean,volume_vs_avg_ratio,volume_excess_shares,volume_excess_pct,threshold_confidence,anomaly_strength,detection_method,volume_vs_avg,price_vs_high,volume_percentile,volume_surge_ratio
ABNB,2024-11-08,Volume 3.0σ Spike,19189000,134.61000061035156,4203076.0,2943619.026450542,13033933.079351626,5.090986253771516,4.565465863572298,6155066.920648374,47.22340434906205,99.7%,Extreme,statistical,,,,
ABNB,2024-12-20,Volume 3.0σ Spike,15471700,134.2100067138672,4809576.0,3105168.6732298722,14125082.019689616,3.4336698331139885,3.216853211177035,1346617.9803103842,9.53352326332173,99.7%,Strong,statistical,,,,
ABNB,2025-02-13,Volume 3.0σ Spike,12745300,141.0399932861328,4388220.0,2321404.681635317,11352434.044905951,3.60000997073584,2.904435055671776,1392865.9550940488,12.26931554576222,99.7%,Very Strong,statistical,,,,
ABNB,2025-02-14,Volume 3.0σ Spike,21649300,161.4199981689453,4749032.0,3365142.5401741597,14844459.620522479,5.022155168240018,4.5586763786809605,6804840.379477521,45.84094371525538,99.7%,Extreme,statistical,,,,
ABNB,2025-08-06,Volume 3.0σ Spike,11212800,130.5,4553130.0,1858542.649414825,10128757.948244475,3.5832753163328497,2.462657556450178,1084042.0517555252,10.702615832017313,99.7%,Very Strong,statistical,,,,
ABNB,2025-08-07,Volume 3.0σ Spike,17502100,120.02999877929688,4758296.0,2585620.8461380554,12515158.538414165,4.928721091893442,3.678228508693028,4986941.461585835,39.84720965602522,99.7%,Extreme,statistical,,,,
ABNB,2024-02-15,Price-Volume Breakout,11923000,157.69000244140625,,,,,,,,,,breakout,2.272327336093406,0.0021926417619024807,,
ABNB,2024-09-19,Price-Volume Breakout,7691600,128.75,,,,,,,,,,breakout,1.754610883624377,0.024590134074796044,,
ABNB,2024-11-06,Price-Volume Breakout,5110900,140.91000366210938,,,,,,,,,,breakout,1.567571601790377,0.000284010408948987,,
ABNB,2024-11-07,Price-Volume Breakout,11988900,147.3699951171875,,,,,,,,,,breakout,3.393891755398453,0.030919889914692744,,
ABNB,2025-02-12,Price-Volume Breakout,6147200,140.52000427246094,,,,,,,,,,breakout,1.5482869992956072,0.007311858583949338,,
ABNB,2025-02-14,Price-Volume Breakout,21649300,161.4199981689453,,,,,,,,,,breakout,4.366738562741876,0.13724105532251585,,
ABNB,2025-06-06,Price-Volume Breakout,9053500,140.63999938964844,,,,,,,,,,breakout,1.4940993513769831,0.005756732128088915,,
ABNB,2025-02-13,Absolute Volume Spike,12745300,141.0399932861328,,,,,,,,,,absolute,,,159.2355374869363,
ABNB,2025-02-14,Absolute Volume Spike,21649300,161.4199981689453,,,,,,,,,,absolute,,,270.4791508803975,
ABNB,2025-02-18,Absolute Volume Spike,8144500,160.60000610351562,,,,,,,,,,absolute,,,101.7546731000724,
ABNB,2025-03-11,Absolute Volume Spike,9318400,125.44000244140624,,,,,,,,,,absolute,,,116.99822903071293,
ABNB,2025-03-21,Absolute Volume Spike,8704200,128.8000030517578,,,,,,,,,,absolute,,,107.87965695949713,
ABNB,2025-04-04,Absolute Volume Spike,10259900,106.66000366210938,,,,,,,,,,absolute,,,125.33624891581867,
ABNB,2025-04-07,Absolute Volume Spike,9975600,106.3000030517578,,,,,,,,,,absolute,,,118.09685490587457,
ABNB,2025-04-09,Absolute Volume Spike,12840700,121.31999969482422,,,,,,,,,,absolute,,,142.98281070620092,
ABNB,2025-05-01,Absolute Volume Spike,9431800,124.01000213623048,,,,,,,,,,absolute,,,100.66567550000376,
ABNB,2025-05-02,Absolute Volume Spike,11301600,125.26000213623048,,,,,,,,,,absolute,,,116.79417475928828,
ABNB,2025-05-30,Absolute Volume Spike,9562900,129.0,,,,,,,,,,absolute,,,100.75973614433778,
ABNB,2025-08-06,Absolute Volume Spike,11212800,130.5,,,,,,,,,,absolute,,,115.01941557852071,
ABNB,2025-08-07,Absolute Volume Spike,17502100,120.02999877929688,,,,,,,,,,absolute,,,173.22748919066453,
ABNB,2024-08-07,Volume Surge Pattern,29027900,113.01000213623048,,,,,,,,,,pattern,,,,2.037224951305058
AXON,2024-08-07,Volume 3.0σ Spike,3407100,349.239990234375,556278.0,462845.9872068347,1944815.961620504,6.15933178378413,6.124815290196628,1462284.038379496,75.18881309268247,99.7%,Extreme,statistical,,,,
AXON,2024-11-08,Volume 3.0σ Spike,3967000,603.1799926757812,603160.0,525839.1047474813,2180677.314242444,6.397089850545415,6.577027654353737,1786322.685757556,81.91595675759645,99.7%,Extreme,statistical,,,,
AXON,2024-12-20,Volume 3.0σ Spike,7032800,631.6900024414062,962156.0,1063218.9941178916,4151812.982353675,5.709683549282864,7.309417599640807,2880987.017646325,69.39105951764438,99.7%,Extreme,statistical,,,,
AXON,2025-05-08,Volume 3.0σ Spike,1693000,686.8300170898438,733396.0,311121.06637586816,1666759.1991276045,3.0843427324869532,2.308439097022618,26240.800872395514,1.574360644664818,99.7%,Strong,statistical,,,,
AXON,2025-08-05,Volume 3.0σ Spike,2535000,867.1199951171875,635276.0,372075.50065511616,1751502.5019653486,5.105748689863056,3.9903915778338863,783497.4980346514,44.732879179761056,99.7%,Extreme,statistical,,,,
AXON,2024-02-28,Price-Volume Breakout,2658700,309.2200012207031,,,,,,,,,,breakout,6.274613151663428,0.1253366423844715,,
AXON,2024-03-04,Price-Volume Breakout,928100,319.8800048828125,,,,,,,,,,breakout,1.8358586857617598,0.0030730981658351197,,
AXON,2024-07-16,Price-Volume Breakout,698600,319.42999267578125,,,,,,,,,,breakout,1.543685458804119,0.03408869856703722,,
AXON,2024-08-07,Price-Volume Breakout,3407100,349.239990234375,,,,,,,,,,breakout,5.564429201371876,0.07023774943527705,,
AXON,2024-08-08,Price-Volume Breakout,1518800,368.4599914550781,,,,,,,,,,breakout,2.332130518234165,0.0013860014434783352,,
AXON,2024-09-20,Price-Volume Breakout,1202600,393.2900085449219,,,,,,,,,,breakout,2.3317950905495017,0.004443930037543842,,
AXON,2024-10-03,Price-Volume Breakout,927100,415.0499877929688,,,,,,,,,,breakout,1.7792349027635619,0.02229061032750934,,
AXON,2024-11-07,Price-Volume Breakout,832600,468.75,,,,,,,,,,breakout,1.5584172500280762,0.013206780991924072,,
AXON,2024-11-08,Price-Volume Breakout,3967000,603.1799926757812,,,,,,,,,,breakout,6.073767103362747,0.28063692712480104,,
AXON,2024-11-11,Price-Volume Breakout,1792700,616.1400146484375,,,,,,,,,,breakout,2.580922261840205,0.0069621653455416155,,
AXON,2024-12-03,Price-Volume Breakout,1383700,669.8699951171875,,,,,,,,,,breakout,1.6141776680341415,0.027045697340928543,,
AXON,2025-02-18,Price-Volume Breakout,1318700,710.010009765625,,,,,,,,,,breakout,2.2419118105417057,0.029686504612600695,,
AXON,2025-05-08,Price-Volume Breakout,1693000,686.8300170898438,,,,,,,,,,breakout,2.6249282912383523,0.07594586568191963,,
AXON,2025-06-27,Price-Volume Breakout,1010900,818.5999755859375,,,,,,,,,,breakout,1.8208508952051587,0.014826887732209304,,
AXON,2025-08-05,Price-Volume Breakout,2535000,867.1199951171875,,,,,,,,,,breakout,3.6795835127563734,0.044458597424335666,,
AXON,2025-01-06,Absolute Volume Spike,1614500,570.7100219726562,,,,,,,,,,absolute,,,112.24745192374553,
AXON,2025-02-19,Absolute Volume Spike,2319600,593.4199829101562,,,,,,,,,,absolute,,,154.8071917671085,
AXON,2025-02-20,Absolute Volume Spike,2514000,541.8099975585938,,,,,,,,,,absolute,,,167.54303536797488,
AXON,2025-02-26,Absolute Volume Spike,2838000,572.4000244140625,,,,,,,,,,absolute,,,188.0360568083563,
AXON,2025-05-08,Absolute Volume Spike,1693000,686.8300170898438,,,,,,,,,,absolute,,,112.98869445667987,
AXON,2025-08-05,Absolute Volume Spike,2535000,867.1199951171875,,,,,,,,,,absolute,,,168.07056974928648,
AXON,2024-12-20,Volume Surge Pattern,7032800,631.6900024414062,,,,,,,,,,pattern,,,,2.0516645881169118
EA,2024-05-22,Volume 3.0σ Spike,5366300,134.25051879882812,2195852.0,846634.3666011934,4735755.09980358,3.744766483703865,2.443835012560045,630544.90019642,13.314558859316278,99.7%,Very Strong,statistical,,,,
EA,2024-12-16,Volume 3.0σ Spike,3812300,155.97242736816406,1856558.0,639644.1412095272,3775490.4236285817,3.057546960880176,2.0534235935532315,36809.57637141831,0.9749614551012697,99.7%,Strong,statistical,,,,
EA,2025-01-23,Volume 3.0σ Spike,17146900,118.25582885742188,2363350.0,2285921.5158961024,9221114.547688307,6.467216786401659,7.255336704254554,7925785.452311693,85.95257559509064,99.7%,Extreme,statistical,,,,
EA,2025-06-20,Volume 3.0σ Spike,6574500,150.55999755859375,3199384.0,1112800.9533513132,6537786.86005394,3.0329916503355743,2.054926823413507,36713.139946060255,0.5615530259999536,99.7%,Strong,statistical,,,,
EA,2024-05-22,Price-Volume Breakout,5366300,134.25051879882812,,,,,,,,,,breakout,2.5720543970756458,0.02752427928556722,,
EA,2024-07-30,Price-Volume Breakout,4096000,148.35194396972656,,,,,,,,,,breakout,1.8427043125399267,0.006072076586640218,,
EA,2024-07-31,Price-Volume Breakout,4475100,150.16258239746094,,,,,,,,,,breakout,1.9343279711262078,0.00019882023471051724,,
EA,2024-10-30,Price-Volume Breakout,3600500,148.56101989746094,,,,,,,,,,breakout,2.056010902958341,0.010981358839971866,,
EA,2024-11-12,Price-Volume Breakout,2807500,162.2377166748047,,,,,,,,,,breakout,1.6250366585889144,0.015968964946512898,,
EA,2025-03-21,Price-Volume Breakout,9254800,144.11337280273438,,,,,,,,,,breakout,2.192846734352972,0.004175407823323374,,
EA,2025-05-02,Price-Volume Breakout,5109200,150.9045867919922,,,,,,,,,,breakout,1.57492547987263,0.024823707371961268,,
EA,2025-08-08,Price-Volume Breakout,4591300,167.63999938964844,,,,,,,,,,breakout,1.6597319876079515,0.02001821213234778,,
EA,2025-08-11,Price-Volume Breakout,6125200,176.11000061035156,,,,,,,,,,breakout,2.117068022774876,0.04977352394450252,,
EA,2025-01-17,Absolute Volume Spike,4006100,141.61180114746094,,,,,,,,,,absolute,,,102.10890665144166,
EA,2025-01-23,Absolute Volume Spike,17146900,118.25582885742188,,,,,,,,,,absolute,,,429.89070277900004,
EA,2025-01-24,Absolute Volume Spike,9249700,116.24134826660156,,,,,,,,,,absolute,,,229.61624295924122,
EA,2025-01-27,Absolute Volume Spike,5964900,117.58766174316406,,,,,,,,,,absolute,,,146.42372766939351,
EA,2025-01-28,Absolute Volume Spike,4100200,116.21142578125,,,,,,,,,,absolute,,,100.05637047358518,
EA,2025-01-29,Absolute Volume Spike,4316900,116.77986907958984,,,,,,,,,,absolute,,,104.50973461611093,
EA,2025-01-30,Absolute Volume Spike,4402700,118.35555267333984,,,,,,,,,,absolute,,,104.98203881237981,
EA,2025-01-31,Absolute Volume Spike,6589200,122.57398986816406,,,,,,,,,,absolute,,,155.20506515164368,
EA,2025-02-03,Absolute Volume Spike,4725400,122.57398986816406,,,,,,,,,,absolute,,,111.30425770466475,
EA,2025-02-04,Absolute Volume Spike,7156600,120.91852569580078,,,,,,,,,,absolute,,,166.7796926160264,
EA,2025-02-05,Absolute Volume Spike,8250400,130.1133270263672,,,,,,,,,,absolute,,,189.42443020449963,
EA,2025-02-06,Absolute Volume Spike,5504700,131.63912963867188,,,,,,,,,,absolute,,,124.11166825995205,
EA,2025-02-07,Absolute Volume Spike,4906000,128.24844360351562,,,,,,,,,,absolute,,,109.07930705958341,
EA,2025-02-21,Absolute Volume Spike,4866600,130.59201049804688,,,,,,,,,,absolute,,,106.93826428029931,
EA,2025-02-24,Absolute Volume Spike,8240000,133.6835479736328,,,,,,,,,,absolute,,,177.3324380627723,
EA,2025-02-25,Absolute Volume Spike,5261100,131.369873046875,,,,,,,,,,absolute,,,110.08592649011266,
EA,2025-02-28,Absolute Volume Spike,6204100,128.9530029296875,,,,,,,,,,absolute,,,127.7995614428099,
EA,2025-03-03,Absolute Volume Spike,5209500,129.0628662109375,,,,,,,,,,absolute,,,106.65741258268791,
EA,2025-03-05,Absolute Volume Spike,5218000,133.8766326904297,,,,,,,,,,absolute,,,103.47887735928576,
EA,2025-03-10,Absolute Volume Spike,5440900,140.2483673095703,,,,,,,,,,absolute,,,104.36525633832534,
EA,2025-03-21,Absolute Volume Spike,9254800,144.11337280273438,,,,,,,,,,absolute,,,176.7061678563485,
EA,2025-04-07,Absolute Volume Spike,5825100,134.44589233398438,,,,,,,,,,absolute,,,109.73280285733664,
EA,2025-04-09,Absolute Volume Spike,5410100,136.4033660888672,,,,,,,,,,absolute,,,100.44726987138904,
EA,2025-05-07,Absolute Volume Spike,5444600,155.29888916015625,,,,,,,,,,absolute,,,100.38053377974765,
EA,2025-05-30,Absolute Volume Spike,5555200,143.77999877929688,,,,,,,,,,absolute,,,102.06952052938274,
EA,2025-06-20,Absolute Volume Spike,6574500,150.55999755859375,,,,,,,,,,absolute,,,120.15582151254331,
EA,2025-07-30,Absolute Volume Spike,6044500,156.25999450683594,,,,,,,,,,absolute,,,109.35471761263157,
EA,2025-08-11,Absolute Volume Spike,6125200,176.11000061035156,,,,,,,,,,absolute,,,107.90157231679578,
EA,2025-01-23,Volume Surge Pattern,17146900,118.25582885742188,,,,,,,,,,pattern,,,,2.2081425316550254
EA,2025-01-24,Volume Surge Pattern,9249700,116.24134826660156,,,,,,,,,,pattern,,,,2.401279484539289
ADI,2024-03-15,Volume 3.0σ Spike,10198200,191.1427154541016,3610318.0,1420798.7342121245,7872714.202636373,4.636745403389719,2.824737322307896,2325485.797363627,29.538552238881987,99.7%,Extreme,statistical,,,,
ADI,2024-05-22,Volume 3.0σ Spike,9445800,235.168212890625,3253454.0,1600429.9148449495,8054743.744534848,3.869176614709753,2.9033144467387584,1391056.2554651517,17.27002496397213,99.7%,Very Strong,statistical,,,,
ADI,2024-11-25,Volume 3.0σ Spike,7303600,220.66815185546875,2862786.0,1259182.471743845,6640333.415231535,3.526743819622827,2.5512210832384956,663266.5847684648,9.988453038322897,99.7%,Very Strong,statistical,,,,
ADI,2025-02-18,Volume 3.0σ Spike,7400200,218.272216796875,3264332.0,1260934.200396917,7047134.601190751,3.2800030316396454,2.2669875490605733,353065.3988092486,5.010056126210379,99.7%,Strong,statistical,,,,
ADI,2025-02-19,Volume 3.0σ Spike,9789600,239.5225830078125,3407420.0,1558828.7363875979,8083906.209162794,4.094215003240158,2.873024164910695,1705693.790837206,21.099871110625557,99.7%,Extreme,statistical,,,,
ADI,2025-04-04,Volume 3.0σ Spike,9633900,163.85398864746094,4108908.0,1721585.3353445681,9273664.006033704,3.20924666734234,2.3446375533353385,360235.9939662963,3.884505560390335,99.7%,Strong,statistical,,,,
ADI,2025-04-07,Volume 3.0σ Spike,10236500,170.5634307861328,4235054.0,1926974.976083774,10015978.928251322,3.114438990897976,2.417088424374282,220521.07174867764,2.201692648600431,99.7%,Strong,statistical,,,,
ADI,2025-04-09,Volume 3.0σ Spike,10941600,195.7388153076172,4389960.0,2161566.5290691,10874659.5872073,3.0309684721207857,2.4924145094716126,66940.41279269941,0.6155632942427602,99.7%,Strong,statistical,,,,
ADI,2025-08-20,Volume 3.0σ Spike,8527100,244.8699951171875,3465730.0,1333981.7528125092,7467675.258437527,3.794182333700463,2.460405167165359,1059424.7415624727,14.186807873915738,99.7%,Very Strong,statistical,,,,
ADI,2024-05-22,Price-Volume Breakout,9445800,235.168212890625,,,,,,,,,,breakout,2.8761021079479656,0.09812534405850637,,
ADI,2025-02-19,Price-Volume Breakout,9789600,239.5225830078125,,,,,,,,,,breakout,2.60791036307112,0.05791707394877044,,
ADI,2025-02-20,Price-Volume Breakout,5889800,241.6634979248047,,,,,,,,,,breakout,1.5230481996045284,0.005401958358997039,,
ADI,2025-08-21,Price-Volume Breakout,5991800,246.9499969482422,,,,,,,,,,breakout,1.629896949281637,0.0047603473625041914,,
ADI,2025-01-27,Absolute Volume Spike,7088000,213.51467895507807,,,,,,,,,,absolute,,,118.16435147559578,
ADI,2025-02-18,Absolute Volume Spike,7400200,218.272216796875,,,,,,,,,,absolute,,,130.31997090773336,
ADI,2025-02-19,Absolute Volume Spike,9789600,239.5225830078125,,,,,,,,,,absolute,,,160.84741627254172,
ADI,2025-04-03,Absolute Volume Spike,6970800,180.06019592285156,,,,,,,,,,absolute,,,110.57530630762109,
ADI,2025-04-04,Absolute Volume Spike,9633900,163.85398864746094,,,,,,,,,,absolute,,,148.4323842950313,
ADI,2025-04-07,Absolute Volume Spike,10236500,170.5634307861328,,,,,,,,,,absolute,,,156.37698516965986,
ADI,2025-04-08,Absolute Volume Spike,7640300,165.33721923828125,,,,,,,,,,absolute,,,116.0323359095348,
ADI,2025-04-09,Absolute Volume Spike,10941600,195.7388153076172,,,,,,,,,,absolute,,,163.53274735194907,
ADI,2025-04-10,Absolute Volume Spike,8547900,177.55162048339844,,,,,,,,,,absolute,,,124.33227709782267,
ADI,2025-05-22,Absolute Volume Spike,8968300,210.96945190429688,,,,,,,,,,absolute,,,127.68917098784944,
ADI,2025-05-30,Absolute Volume Spike,10923400,213.0101623535156,,,,,,,,,,absolute,,,155.52556118424613,
ADI,2025-07-23,Absolute Volume Spike,7845200,228.0800018310547,,,,,,,,,,absolute,,,111.69865908074847,
ADI,2025-08-20,Absolute Volume Spike,8527100,244.8699951171875,,,,,,,,,,absolute,,,119.7733224803055,
TRI,2024-03-27,Volume 3.0σ Spike,742600,152.86654663085938,319628.0,135995.0704988971,727613.2114966913,3.1102009686698917,2.3233258663195966,14986.788503308664,2.0597191291346983,99.7%,Strong,statistical,,,,
TRI,2024-05-02,Volume 3.0σ Spike,1538500,159.73793029785156,324264.0,200166.77919644295,924764.3375893289,6.066121485665477,4.7445908272271975,613735.6624106711,66.36670959982672,99.7%,Extreme,statistical,,,,
TRI,2024-07-17,Volume 3.0σ Spike,1064900,161.28611755371094,422698.0,173712.4336014987,943835.300804496,3.696925929166532,2.5192927338194173,121064.69919550396,12.826888239114615,99.7%,Very Strong,statistical,,,,
TRI,2024-08-01,Volume 3.0σ Spike,1149800,156.23147583007812,497150.0,203984.52647398604,1109103.5794219582,3.199507390494307,2.3127828623151965,40696.42057804181,3.669307477959087,99.7%,Strong,statistical,,,,
TRI,2024-11-05,Volume 3.0σ Spike,989300,168.84776306152344,264544.0,130737.32999056239,656755.9899716871,5.5436041110241305,3.739642554735696,332544.0100283129,50.634332249127866,99.7%,Extreme,statistical,,,,
TRI,2025-02-05,Volume 3.0σ Spike,832200,167.52613830566406,296204.0,133000.7947805008,695206.3843415023,4.03002103020953,2.809550174879475,136993.61565849767,19.70545995319903,99.7%,Extreme,statistical,,,,
TRI,2025-02-06,Volume 3.0σ Spike,875100,175.11891174316406,305114.0,155190.99754292236,770686.992628767,3.6728032490567286,2.868108313613928,104413.00737123296,13.548043287338544,99.7%,Very Strong,statistical,,,,
TRI,2025-02-20,Volume 3.0σ Spike,1631600,175.6253662109375,354556.0,249444.40807195363,1102889.224215861,5.119553530466915,4.601811843545167,528710.775784139,47.9387017458662,99.7%,Extreme,statistical,,,,
TRI,2025-04-15,Volume 3.0σ Spike,1922500,180.4927978515625,583682.0,334407.4837374185,1586904.4512122555,4.0035527465983956,3.2937455669354203,335595.5487877445,21.147810665688095,99.7%,Extreme,statistical,,,,
TRI,2025-07-14,Volume 3.0σ Spike,6017900,213.4730224609375,674416.0,790414.595513013,3045659.7865390386,6.760355932612618,8.923127565182321,2972240.2134609614,97.58937050675945,99.7%,Extreme,statistical,,,,
TRI,2025-07-25,Volume 3.0σ Spike,23377500,202.75003051757807,1288824.0,3314682.5270801745,11232871.581240524,6.663888870062435,18.1386287033761,12144628.418759476,108.11686335880162,99.7%,Extreme,statistical,,,,
TRI,2024-05-02,Price-Volume Breakout,1538500,159.73793029785156,,,,,,,,,,breakout,4.316738526575696,0.03230704509898974,,
TRI,2025-02-06,Price-Volume Breakout,875100,175.11891174316406,,,,,,,,,,breakout,2.8063367860693327,0.03529007047752453,,
TRI,2025-02-25,Price-Volume Breakout,1086600,178.12863159179688,,,,,,,,,,breakout,2.182395158266831,0.0017877638076781999,,
TRI,2025-04-15,Price-Volume Breakout,1922500,180.4927978515625,,,,,,,,,,breakout,3.469673817573665,0.013837738540491529,,
TRI,2025-07-14,Price-Volume Breakout,6017900,213.4730224609375,,,,,,,,,,breakout,8.2770335323082,0.05871603074570708,,
TRI,2025-02-05,Absolute Volume Spike,832200,167.52613830566406,,,,,,,,,,absolute,,,119.22465294193493,
TRI,2025-02-06,Absolute Volume Spike,875100,175.11891174316406,,,,,,,,,,absolute,,,121.26461071579524,
TRI,2025-02-20,Absolute Volume Spike,1631600,175.6253662109375,,,,,,,,,,absolute,,,226.09454787326194,
TRI,2025-02-21,Absolute Volume Spike,819100,175.1088104248047,,,,,,,,,,absolute,,,110.16145626693745,
TRI,2025-02-24,Absolute Volume Spike,775200,175.34722900390625,,,,,,,,,,absolute,,,103.09264640365987,
TRI,2025-02-25,Absolute Volume Spike,1086600,178.12863159179688,,,,,,,,,,absolute,,,141.6171410697529,
TRI,2025-04-07,Absolute Volume Spike,942200,161.56935119628906,,,,,,,,,,absolute,,,119.57156273001858,
TRI,2025-04-09,Absolute Volume Spike,1321300,168.9301300048828,,,,,,,,,,absolute,,,163.76233206087952,
TRI,2025-04-15,Absolute Volume Spike,1922500,180.4927978515625,,,,,,,,,,absolute,,,236.0242346860479,
TRI,2025-04-16,Absolute Volume Spike,1117200,179.05242919921875,,,,,,,,,,absolute,,,135.41900253940935,
TRI,2025-04-17,Absolute Volume Spike,877100,180.7411499023437,,,,,,,,,,absolute,,,103.00585434025642,
TRI,2025-05-01,Absolute Volume Spike,1160200,184.50596618652344,,,,,,,,,,absolute,,,132.44292237442923,
TRI,2025-05-02,Absolute Volume Spike,1021900,183.2841186523437,,,,,,,,,,absolute,,,114.67913073241354,
TRI,2025-05-08,Absolute Volume Spike,888900,185.78738403320312,,,,,,,,,,absolute,,,100.73548577192008,
TRI,2025-07-14,Absolute Volume Spike,6017900,213.4730224609375,,,,,,,,,,absolute,,,670.4546087557169,
TRI,2025-07-15,Absolute Volume Spike,3336900,209.6661529541016,,,,,,,,,,absolute,,,361.3318895506228,
TRI,2025-07-16,Absolute Volume Spike,1916700,210.5032653808593,,,,,,,,,,absolute,,,198.95266219982472,
TRI,2025-07-17,Absolute Volume Spike,1331300,208.55001831054688,,,,,,,,,,absolute,,,132.60356385150956,
TRI,2025-07-18,Absolute Volume Spike,1241700,208.56993103027344,,,,,,,,,,absolute,,,119.25090036014412,
TRI,2025-07-21,Absolute Volume Spike,1997000,202.73008728027344,,,,,,,,,,absolute,,,190.00680294762697,
TRI,2025-07-22,Absolute Volume Spike,1122500,201.92288208007807,,,,,,,,,,absolute,,,102.01114170688044,
TRI,2025-07-23,Absolute Volume Spike,1223900,202.79986572265625,,,,,,,,,,absolute,,,109.3172916750403,
TRI,2025-07-24,Absolute Volume Spike,1186700,204.8328399658203,,,,,,,,,,absolute,,,104.57487541692923,
TRI,2025-07-25,Absolute Volume Spike,23377500,202.75003051757807,,,,,,,,,,absolute,,,2024.9376342595806,
TRI,2025-07-28,Absolute Volume Spike,1555100,200.08921813964844,,,,,,,,,,absolute,,,132.6735629732324,
TRI,2025-07-31,Absolute Volume Spike,1238100,200.21878051757807,,,,,,,,,,absolute,,,102.88007711227817,
TRI,2025-08-01,Absolute Volume Spike,1279000,200.38818359375,,,,,,,,,,absolute,,,103.9592291248405,
TRI,2025-08-05,Absolute Volume Spike,1430700,199.1325225830078,,,,,,,,,,absolute,,,115.40509147226794,
TRI,2025-08-06,Absolute Volume Spike,4097400,179.35081481933594,,,,,,,,,,absolute,,,325.581949725265,
TRI,2025-08-07,Absolute Volume Spike,1778900,180.93533325195312,,,,,,,,,,absolute,,,137.04561125085232,
TRI,2025-08-08,Absolute Volume Spike,1329200,179.34085083007812,,,,,,,,,,absolute,,,100.32796041830994,
TRI,2025-08-11,Absolute Volume Spike,1753100,174.168701171875,,,,,,,,,,absolute,,,131.79766115724226,
TRI,2025-08-12,Absolute Volume Spike,2099000,169.7240447998047,,,,,,,,,,absolute,,,152.54027891833766,
TRI,2025-08-13,Absolute Volume Spike,1569000,169.1460418701172,,,,,,,,,,absolute,,,105.53717007022368,
TRI,2025-07-14,Volume Surge Pattern,6017900,213.4730224609375,,,,,,,,,,pattern,,,,2.063548068655861
TRI,2025-07-15,Volume Surge Pattern,3336900,209.6661529541016,,,,,,,,,,pattern,,,,2.4150815551487663
TRI,2025-07-25,Volume Surge Pattern,23377500,202.75003051757807,,,,,,,,,,pattern,,,,2.4168819550695195
CDNS,2024-04-23,Volume 3.0σ Spike,4681900,281.760009765625,1601752.0,785698.8404300095,3958848.5212900285,3.920265426781397,2.922986829421783,723051.4787099715,18.264186538624074,99.7%,Very Strong,statistical,,,,
CDNS,2024-07-17,Volume 3.0σ Spike,3558700,288.1199951171875,1471038.0,617413.1834831322,3323277.5504493965,3.3813045394049888,2.4191761191757113,235422.44955060352,7.0840441695508725,99.7%,Strong,statistical,,,,
CDNS,2024-07-18,Volume 3.0σ Spike,4131900,277.8299865722656,1533398.0,719346.7255980052,3691438.176794016,3.6123080950147104,2.6946037493201374,440461.8232059842,11.931984286637078,99.7%,Very Strong,statistical,,,,
CDNS,2024-10-18,Volume 3.0σ Spike,4062600,258.5199890136719,1692010.0,568329.3494883021,3396998.0484649064,4.171155338245986,2.4010496391865295,665601.9515350936,19.59382790448988,99.7%,Extreme,statistical,,,,
CDNS,2024-10-29,Volume 3.0σ Spike,5991300,284.45001220703125,1883330.0,869443.3450812784,4491660.035243835,4.724827699516147,3.1812268694280874,1499639.9647561647,33.38720991769705,99.7%,Extreme,statistical,,,,
CDNS,2025-01-27,Volume 3.0σ Spike,3680700,289.8699951171875,1556164.0,558040.8315687659,3230286.4947062978,3.8071335999329987,2.365239139319506,450413.50529370224,13.94345380918464,99.7%,Very Strong,statistical,,,,
CDNS,2025-02-19,Volume 3.0σ Spike,7638300,274.0400085449219,1667832.0,1045664.4038532223,4804825.211559666,5.709736295889118,4.5797778193487115,2833474.7884403337,58.971443573502555,99.7%,Extreme,statistical,,,,
CDNS,2025-05-28,Volume 3.0σ Spike,7018700,288.6099853515625,2226902.0,1171532.5655041495,5741499.696512449,4.090196159368331,3.151777671401795,1277200.3034875514,22.24506437339637,99.7%,Extreme,statistical,,,,
CDNS,2025-05-29,Volume 3.0σ Spike,6281800,284.5,2317084.0,1302126.9705730993,6223464.911719298,3.0447998464044,2.711079960847341,58335.08828070201,0.9373410006835938,99.7%,Strong,statistical,,,,
CDNS,2024-06-12,Price-Volume Breakout,2137800,311.70001220703125,,,,,,,,,,breakout,1.4898080072476394,0.03218756496152064,,
CDNS,2024-06-17,Price-Volume Breakout,2250600,322.0799865722656,,,,,,,,,,breakout,1.5631011994471569,0.016281626044130748,,
CDNS,2024-06-18,Price-Volume Breakout,2415700,326.5,,,,,,,,,,breakout,1.6250305515878978,0.010054137664346374,,
CDNS,2024-10-30,Price-Volume Breakout,3454500,290.0,,,,,,,,,,breakout,1.6814391892878524,0.010382590413193116,,
CDNS,2025-04-29,Price-Volume Breakout,3815600,302.2200012207031,,,,,,,,,,breakout,1.5988959644876028,0.04034423828125,,
CDNS,2025-07-25,Price-Volume Breakout,2718300,332.19000244140625,,,,,,,,,,breakout,1.6744211831763265,0.006361919860685461,,
CDNS,2025-07-29,Price-Volume Breakout,4666700,366.260009765625,,,,,,,,,,breakout,2.5998183854128945,0.09279151976280864,,
CDNS,2025-07-30,Price-Volume Breakout,3894000,371.0299987792969,,,,,,,,,,breakout,2.0843146490814886,0.0011333030526308185,,
